image_name,stage,calibration_status,array_1_B,array_1_G,array_1_R,array_1_std_B,array_1_std_G,array_1_std_R,array_1_H,array_1_S,array_1_V,array_1_L,array_1_a,array_1_b,array_1_std_L,array_1_std_a,array_1_std_b,array_2_B,array_2_G,array_2_R,array_2_std_B,array_2_std_G,array_2_std_R,array_2_H,array_2_S,array_2_V,array_2_L,array_2_a,array_2_b,array_2_std_L,array_2_std_a,array_2_std_b,array_3_B,array_3_G,array_3_R,array_3_std_B,array_3_std_G,array_3_std_R,array_3_H,array_3_S,array_3_V,array_3_L,array_3_a,array_3_b,array_3_std_L,array_3_std_a,array_3_std_b
stage_01.jpg,1,IMAGE REFERENCE ONLY,79.92307692307692,30.257085020242915,56.24898785425101,20.542396020358474,25.883668048884388,23.193970601320355,135.6740890688259,164.13967611336034,79.92307692307692,43.88259109311741,151.8259109311741,102.09311740890688,25.005958410732323,3.207098762090053,3.6273021725508747,95.5910931174089,39.14372469635627,67.98380566801619,30.288939230283102,41.16961055305479,35.57024954541881,135.6902834008097,162.20647773279353,95.59514170040485,55.479757085020246,154.21255060728745,99.16396761133603,38.97776012749291,5.929525755120496,6.457540961558512,171.1417004048583,157.52631578947367,164.28947368421052,68.62663876750499,85.16073345183287,77.63252486900544,129.6417004048583,51.41497975708502,171.2834008097166,163.78744939271255,134.24696356275302,120.95344129554655,83.96247815077388,8.48884364849248,9.78554758809036
stage_02.jpg,2,IMAGE REFERENCE ONLY,96.21255060728745,43.87651821862348,70.8076923076923,36.973200771312435,49.54957987319347,43.36001093306891,136.1012145748988,154.92914979757086,96.2246963562753,59.068825910931174,152.4331983805668,101.14777327935222,46.9832785294359,6.5591817690062575,7.301518414348815,104.79554655870446,51.04655870445344,78.03036437246963,41.77223644062981,57.768558354102375,49.856201002580846,135.5,150.77125506072875,104.79959514170041,66.88056680161944,152.7085020242915,100.56072874493927,54.2880298882951,8.111323655253766,8.981050466684012,179.56275303643724,165.52631578947367,172.54048582995952,63.40355860866691,82.79105398060916,73.89012373239777,114.15384615384616,46.40080971659919,179.75708502024293,172.18825910931173,134.50404858299595,120.79352226720648,80.15010578466627,9.588654300853795,10.973001396993018
stage_03.jpg,3,IMAGE REFERENCE ONLY,182.05263157894737,119.80566801619433,160.27732793522267,6.915135014233326,10.454193909754224,8.039755227314476,139.5931174089069,87.37246963562752,182.05263157894737,143.93724696356276,155.37246963562754,101.06275303643724,8.920142182182182,2.6147609589711807,2.573240783388209,122.88259109311741,56.34615384615385,92.48785425101215,22.863668750920603,34.81570355388556,28.549602659143105,136.18016194331983,143.55465587044534,122.88259109311741,78.5506072874494,157.94331983805668,96.0,31.59479774536424,6.219404946259559,6.646054505180495,178.99595141700405,158.38056680161944,169.2591093117409,56.01073479931114,83.05235231821962,68.69917457335985,122.8076923076923,54.455465587044536,179.15182186234819,167.77935222672065,137.20242914979758,118.03238866396761,76.87895935484035,13.435839217397266,14.279701752786616
stage_04.jpg,4,IMAGE REFERENCE ONLY,199.34615384615384,156.03036437246965,178.80161943319837,5.159757018944802,7.658519710670651,6.279998243967717,135.87854251012146,55.51821862348178,199.34615384615384,172.67004048582996,144.58906882591094,109.0080971659919,6.597634313969737,1.7733868028008102,2.15960691961268,169.18016194331983,129.58906882591094,192.60526315789474,11.041783504929164,17.595867025522736,7.937002248193768,161.12753036437246,83.90283400809717,192.60526315789474,157.41295546558703,158.26113360323887,117.00202429149797,13.328286947902498,5.575995720012668,2.145043234329489,192.95344129554655,173.57692307692307,187.6578947368421,36.08003724149636,61.86645826083002,44.21746921095921,117.28542510121457,35.421052631578945,193.41093117408906,184.3744939271255,137.38663967611336,119.63765182186235,53.27834857015844,12.794004148409426,11.933192886305301
stage_05.jpg,5,IMAGE REFERENCE ONLY,204.43522267206478,167.3846153846154,187.0668016194332,15.826579596095652,33.55082322420887,24.101623391262443,132.85222672064776,47.90485829959514,204.52631578947367,181.98178137651823,142.39473684210526,111.6417004048583,27.77282174349466,8.03358667154907,9.32538012724037,176.01417004048582,138.05263157894737,214.06072874493927,3.692343760921921,3.8056615556840643,3.803412631712277,165.08097165991902,90.58906882591093,214.06072874493927,169.04048582995952,162.12955465587044,120.0506072874494,3.5114590561817023,0.9151320141313133,0.3863428073682663,152.8178137651822,129.84817813765181,184.58704453441297,36.641650247664884,46.606189172152355,21.494362177912226,163.11133603238866,79.80566801619433,184.66801619433198,154.21457489878543,152.92914979757086,124.95344129554655,36.63926498975286,12.901567572812999,1.1680021610310583
stage_06.jpg,6,IMAGE REFERENCE ONLY,194.5161943319838,163.65587044534414,204.21255060728745,22.940839705808,43.533585572811624,17.131704762495232,144.8684210526316,53.493927125506076,204.31983805668017,183.2004048582996,148.36639676113361,118.16194331983806,32.45773208814388,14.501757689518053,6.9330290472539176,154.98987854251013,143.7165991902834,212.09109311740892,15.282160579219534,17.72314778423578,6.916052560212416,172.6740890688259,82.42712550607287,212.09109311740892,170.3684210526316,155.56477732793522,132.86032388663966,12.991662490538276,6.183664506730109,1.2167541178712202,137.54453441295547,150.86032388663966,212.24291497975707,47.8393169203607,38.215968490519494,9.738363782212856,37.33400809716599,91.08502024291498,212.29757085020242,174.39271255060729,150.31578947368422,145.41093117408906,27.323960424686653,12.963412921725535,11.441771345450794
stage_07.jpg,7,IMAGE REFERENCE ONLY,184.10323886639677,160.6902834008097,202.54858299595142,16.91857941999612,28.393832845256735,11.781954053209395,148.67813765182186,53.86234817813765,202.54858299595142,180.04655870445345,147.41093117408906,121.88056680161944,21.403863264640133,9.546559777551053,3.6312725826387946,172.74493927125505,155.75708502024293,212.2753036437247,3.250618859851236,3.716918917562653,3.0230419782955904,170.98785425101215,67.93117408906883,212.2753036437247,178.69230769230768,151.7004048582996,127.6255060728745,3.214727864276831,1.1951825695479714,0.7416452651745568,151.23684210526315,153.83805668016194,206.86639676113361,36.81310961356582,35.33469365907382,8.000402594403607,24.05668016194332,69.41295546558705,206.87044534412956,175.19433198380565,148.0161943319838,137.96761133603238,25.391164268979885,12.275174120432322,6.34237113564159
stage_08.jpg,8,IMAGE REFERENCE ONLY,200.13967611336034,184.17611336032388,216.76518218623482,12.461224258336529,20.602252055353855,5.318358916620644,156.04858299595142,38.54251012145749,216.77732793522267,199.15182186234819,142.44534412955466,124.59311740890688,14.645999119318736,7.961702904572899,1.9420848386793337,150.4251012145749,133.11133603238866,224.248987854251,2.878346053187725,3.4567532092167657,2.667230475373164,174.20242914979758,103.6497975708502,224.248987854251,167.55263157894737,165.03238866396762,133.89473684210526,2.7145326313706506,1.2415559173488206,0.48149210517630947,130.1437246963563,152.9493927125506,219.40890688259108,42.66940032128948,29.781380714853086,7.540363828048703,25.508097165991902,103.3157894736842,219.41295546558703,177.16801619433198,150.97368421052633,150.88663967611336,20.33141675832127,11.209511748201642,12.558015314023613
stage_09.jpg,9,IMAGE REFERENCE ONLY,118.31376518218623,153.97975708502025,216.917004048583,68.13707258697119,43.469142984924694,11.620482855437025,33.431174089068826,117.13157894736842,216.91902834008098,177.1315789473684,149.26518218623482,157.42914979757086,31.496560038646436,13.660150763953329,20.503333403465696,53.10121457489878,101.12348178137651,204.8097165991903,6.4583591865974315,6.578622539473967,7.020230073441788,9.410931174089068,188.8684210526316,204.8097165991903,139.334008097166,165.75506072874495,172.98178137651823,5.908870821104581,1.9690738221203845,2.817253102815064,70.29352226720648,138.85425101214574,201.7834008097166,86.23236707946762,41.70232631868907,11.957399407071865,32.064777327935225,168.32793522267207,201.7834008097166,162.33805668016194,148.6417004048583,169.84817813765181,31.048432341736284,12.543493641571853,26.88262135077074
stage_10.jpg,10,IMAGE REFERENCE ONLY,92.9251012145749,193.2085020242915,220.77732793522267,94.69619255333903,16.341591722450886,5.882366786754799,25.425101214574898,146.21052631578948,220.77732793522267,202.2165991902834,129.7085020242915,173.56275303643724,13.256716568723991,1.6604620421183198,34.47118008407028,22.682186234817813,186.74291497975707,228.43927125506073,50.15205832191567,7.4646739168619725,5.458284595364341,23.504048582995953,229.02024291497975,228.43927125506073,197.72874493927125,130.3421052631579,200.22672064777328,6.072045827403292,1.2116039913414942,17.9048659664974,90.84817813765183,189.8684210526316,216.21457489878543,92.10506689039013,14.767732589907153,7.140188911631316,38.78137651821862,145.84817813765181,216.22874493927125,198.87246963562754,129.31578947368422,173.07085020242914,12.144121517144288,1.3740928859878425,34.30910102942359
stage_11.jpg,11,IMAGE REFERENCE ONLY,69.20040485829959,189.74493927125505,221.2591093117409,87.63310477478053,14.219495537338576,9.065978804095574,32.97570850202429,173.04858299595142,221.2591093117409,199.33198380566802,129.71457489878543,182.15384615384616,11.76692980157538,1.345825048884128,32.473979234340355,9.866396761133604,183.04048582995952,228.2834008097166,5.538087150260107,2.510379378155589,3.290989996207987,23.90485829959514,243.95344129554655,228.2834008097166,194.8502024291498,131.10728744939271,205.40485829959513,2.3879399163384964,0.8716332163998548,1.9893585014088058,77.45546558704453,181.73886639676113,210.585020242915,86.74144324485405,14.843264381542513,7.069053437170074,32.1578947368421,159.33603238866397,210.58906882591094,191.68825910931173,129.90283400809716,176.07287449392712,12.127359898300314,1.513325448050731,32.385937385233674
stage_12.jpg,12,IMAGE REFERENCE ONLY,100.91497975708502,198.95344129554655,223.36639676113361,95.31701239825946,12.782035181462973,7.880263126044585,26.58097165991903,137.0242914979757,223.36639676113361,206.79352226720647,128.59109311740892,171.9251012145749,10.486248877880792,1.176181299298295,35.93100193834569,7.127530364372469,187.8825910931174,229.09716599190284,18.073901688373244,3.03861460394991,3.555043185303056,24.42914979757085,246.99392712550608,229.09716599190284,198.18825910931173,129.0161943319838,206.1174089068826,2.6547230475471952,0.9284858220507437,5.9197039884210065,54.026315789473685,183.9493927125506,215.9655870445344,75.64867467143095,9.876743921019942,8.340964587050065,23.7834008097166,188.44736842105263,215.9655870445344,193.72267206477733,128.8846153846154,186.43927125506073,8.049317379068658,1.229218405535914,28.705106760379795
